title,company,location,salary,description,skills,source,salary_min,salary_max,salary_period,standardized_title,experience_years,education_level,city,state,standardized_title_encoded,company_encoded,city_encoded,state_encoded,education_level_encoded,salary_period_encoded,source_encoded,salary_min_scaled,salary_max_scaled,experience_years_scaled,Python,Java,JavaScript,C++,C#,SQL,NoSQL,MongoDB,React,Angular,Vue,Node.js,AWS,Azure,GCP,Docker,Kubernetes,Git,CI/CD,Jenkins,TensorFlow,PyTorch,Scikit-learn,Pandas,NumPy,R,Tableau,Power BI,Excel,Machine Learning,Deep Learning,NLP,Computer Vision,Data Analysis,Data Visualization,Statistics,Agile,Scrum,Project Management,REST API,GraphQL,Django,Flask,Spring,Hibernate,TypeScript,Go,Rust,Swift,Kotlin,PHP,Ruby,Rails,Linux,Unix,Windows Server,desc_svd_0,desc_svd_1,desc_svd_2,desc_svd_3,desc_svd_4,desc_svd_5,desc_svd_6,desc_svd_7,desc_svd_8,desc_svd_9,city_state,is_tech_hub,state_CA,state_CO,state_FL,state_GA,state_IL,state_MA,state_NY,state_TX,state_WA,is_tech_giant,experience_level,exp_Not Specified,exp_Entry Level,exp_Mid Level,exp_Senior,exp_Expert,education_rank,edu_Bachelor's,edu_Master's,edu_Not Specified,salary_avg,salary_annual,salary_range,salary_range_pct
UX/UI Designer,Cloudify,"Boston, MA",$80778 - $91964,Parent collection front choice. Media thousand force well kind. Beat research enjoy. Push year turn for. Whose night past star. Choice color public simple weight couple pull fact.,"Scrum, SQL, Django",SimplyHired,80778.0,91964.0,annual,UX/UI Designer,,Not Specified,Boston,MA,6,1,2,5,2,0,2,0.40594367688119587,-0.1986760091504957,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19941240206683997,-0.009282682954427288,-0.22241161428103273,0.3172263657951401,-0.187211164598122,-0.01283314775455517,-0.1600439956330523,0.07949820074751884,0.0770831893569441,-0.013157299344185119,Boston_MA,1,False,False,False,False,False,True,False,False,False,0,Not Specified,True,False,False,False,False,0,False,False,True,86371.0,86371.0,11186.0,13.847829854663399
Database Administrator,InnovateX,"Austin, TX",$61844 - $82770,Goal certain pattern federal heavy. Not cover project point recently cold until discussion. Worker election while control business effort degree computer.,"Excel, R, Node.js, Flask, NoSQL, NLP",Glassdoor,61844.0,82770.0,annual,Other,,Not Specified,Austin,TX,3,6,1,7,2,0,1,-0.9237153546446726,-0.7948352285903164,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17518408716536682,-0.18388721770899366,0.01080421242761486,-0.23769894516716114,0.16930802847574805,0.0003560555999641418,0.04899171124328811,-0.03681437941827413,0.006250797210743356,0.07403994996213134,Austin_TX,1,False,False,False,False,False,False,False,True,False,0,Not Specified,True,False,False,False,False,0,False,False,True,72307.0,72307.0,20926.0,33.83675053360067
Full Stack Developer,SecureIT,"Atlanta, GA",$56874 - $82079,Yeah maybe wife sing director according. Exist purpose area along even field. Else including chair. Page art law decide drug indeed human. Between thus thousand.,"Flask, Jenkins, C++",Glassdoor,56874.0,82079.0,annual,Software Engineer,,Not Specified,Atlanta,GA,5,7,0,3,2,0,1,-1.272738560870698,-0.8396411912434506,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16790162235818246,0.005510466095776202,0.02332277193191349,-0.02937068729551225,0.05469593719774138,0.22699284208571496,-0.033132760565964654,-0.09119119970140634,-0.13386411925634592,-0.06521157631325492,Atlanta_GA,0,False,False,False,True,False,False,False,False,False,0,Not Specified,True,False,False,False,False,0,False,False,True,69476.5,69476.5,25205.0,44.31726272110279
DevOps Engineer,SecureIT,"Seattle, WA",$69088 - $86167,That live work authority. Turn possible billion address strategy thought. Fire foot relate gas. Local cultural official movement. Necessary surface budget. Usually industry knowledge clearly any unit.,"Scrum, Docker, Java, SQL",CareerBuilder,69088.0,86167.0,annual,DevOps Engineer,,Not Specified,Seattle,WA,1,7,9,8,2,0,0,-0.414998230720864,-0.5745662631305524,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2219879656408342,-0.06104541869407765,0.1230635102825464,0.12904083311063266,-0.06990153519125882,0.21475541390692557,0.14243566758555504,0.12065554957456642,0.13754555294349044,0.106028546305351,Seattle_WA,1,False,False,False,False,False,False,False,False,True,0,Not Specified,True,False,False,False,False,0,False,False,True,77627.5,77627.5,17079.0,24.720646132468733
Backend Developer,CodeMasters,"Atlanta, GA",$57920 - $80099,Realize not vote including respond crime. According current attorney husband past point. Off trade outside because sign. Claim until ready party significant others reality social. Explain eat cost.,"Pandas, Windows Server, NLP, Rails, Scrum",CareerBuilder,57920.0,80099.0,annual,Software Engineer,,Bachelor's,Atlanta,GA,5,2,0,3,0,0,0,-1.1992821677696068,-0.968028754272692,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2061804222848518,0.033295258423319596,-0.11034512358154278,0.23593055042869754,-0.11287085782549153,0.15326488536981026,-0.1506032999686109,-0.00492130361543678,-0.12466911269573887,0.08402444226398637,Atlanta_GA,0,False,False,False,True,False,False,False,False,False,0,Not Specified,True,False,False,False,False,3,True,False,False,69009.5,69009.5,22179.0,38.29247237569061
Database Administrator,CodeMasters,"Atlanta, GA",$65884 - $85405,Story something see these. Interesting main unit card information. Listen cold civil scientist performance. Rate up window especially. Question policy enough traditional hope sing. Pretty learn late action television name.,"Statistics, React, TensorFlow, Ruby, MongoDB, Unix",SimplyHired,65884.0,85405.0,annual,Other,,Not Specified,Atlanta,GA,3,2,0,3,2,0,2,-0.6400023258412233,-0.6239760222357452,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Atlanta_GA,0,False,False,False,True,False,False,False,False,False,0,Not Specified,True,False,False,False,False,0,False,False,True,75644.5,75644.5,19521.0,29.629348552000483
Machine Learning Engineer,SecureIT,"Los Angeles, CA",$93562 - $106959,While tax nice family. Sort officer a benefit party. Attack nation firm follow sister ball. Movement group life before remain law. Serve instead eat interesting. Book just avoid day wonder.,"TypeScript, Deep Learning, PHP, NoSQL, Machine Learning, C#, Scrum, Linux",SimplyHired,93562.0,106959.0,annual,Machine Learning Engineer,,Bachelor's,Los Angeles,CA,2,7,5,0,0,0,2,1.3037128254513186,0.7736328330835821,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.26287683497458536,-0.0025038136371351646,0.05052893807309001,0.13092173239030494,0.0834839509352247,0.07990744594207096,-0.01805486726363684,0.023461784700567874,0.18098825132303586,-0.20472922580881184,Los Angeles_CA,1,True,False,False,False,False,False,False,False,False,0,Not Specified,True,False,False,False,False,3,True,False,False,100260.5,100260.5,13397.0,14.31884739531006
UX/UI Designer,SecureIT,"Miami, FL",$66172 - $87261,Significant while under challenge. Moment forget seat. Rest help allow kind nothing federal. Carry number hold part toward issue. Line reveal mouth. On center any music together again back.,"C++, NoSQL, Scikit-learn, GCP, PHP, Computer Vision, SQL, TensorFlow",Glassdoor,66172.0,87261.0,annual,UX/UI Designer,,Bachelor's,Miami,FL,6,7,6,2,0,0,1,-0.6197772386393933,-0.5036288924467189,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14221977693323778,-0.050050449414902234,0.02411994064875214,0.021198479971740725,-0.06037515716206476,0.1755233951188287,-0.10066296331109476,0.10466570373644724,-0.06624332849841685,0.07274559369111236,Miami_FL,0,False,False,True,False,False,False,False,False,False,0,Not Specified,True,False,False,False,False,3,True,False,False,76716.5,76716.5,21089.0,31.869975216103484
Cybersecurity Analyst,DevOpsPro,"Boston, MA",$58252 - $86929,Decision officer old increase true ever certainly. Drug what travel I. Worry go fish manager. Major country growth need. Budget once friend save claim. Book animal popular.,"Scrum, NLP, Azure, Vue, Computer Vision, React, Tableau, TensorFlow",Glassdoor,58252.0,86929.0,annual,Other,,Not Specified,Boston,MA,3,4,2,5,2,0,1,-1.1759671366897195,-0.5251565040253594,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.1740662590005312,0.03614523962132281,0.0984141924167289,0.035239064971212555,-0.07075106545823202,0.05507505394158199,-0.06778681793585162,0.047331071682964514,-0.13726369984076497,-0.12620824820364412,Boston_MA,1,False,False,False,False,False,True,False,False,False,0,Not Specified,True,False,False,False,False,0,False,False,True,72590.5,72590.5,28677.0,49.2292110142141
DevOps Engineer,SecureIT,"Atlanta, GA",$56147 - $80499,High free general down surface. Part newspaper receive under after he. Staff also data similar they.,"Power BI, Django, Node.js, Hibernate",CareerBuilder,56147.0,80499.0,annual,DevOps Engineer,,Not Specified,Atlanta,GA,1,7,0,3,2,0,0,-1.323792860855873,-0.9420918728526433,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0966743016494126,0.18767306452563923,0.02775236049685304,0.1152553419865685,-0.002738371910375595,-0.15118777782181322,0.10695623054721293,-0.22144497397247082,-0.1892587644594691,0.23408560342059406,Atlanta_GA,0,False,False,False,True,False,False,False,False,False,0,Not Specified,True,False,False,False,False,0,False,False,True,68323.0,68323.0,24352.0,43.371863144958766
DevOps Engineer,AI Solutions,"Chicago, IL",$53238 - $77076,Sit toward stand compare must great ten. One consider wait million design home fill pretty. Effort choice night record speech bring. Group to election form effort.,"GCP, Azure, Hibernate",CareerBuilder,53238.0,77076.0,annual,DevOps Engineer,,Not Specified,Chicago,IL,1,0,3,4,2,0,0,-1.5280802867938024,-1.1640467356047106,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19390252668039784,0.28292343585764584,-0.06310320136348826,-0.02789062154102053,-0.08211804641725177,-0.03192039584732403,0.08422304976520671,-0.09341209657567867,0.004229453767662449,0.08033688836617256,Chicago_IL,0,False,False,False,False,True,False,False,False,False,0,Not Specified,True,False,False,False,False,0,False,False,True,65157.0,65157.0,23838.0,44.776287614110224
Database Administrator,DevOpsPro,"Los Angeles, CA",$71369 - $91826,Stock cold thought health career lay. Next affect force lay yet. Music easy tonight network enjoy bad. Use however cultural rule. Yes arrive establish good kind thank for. Value air receive draw coach.,"Flask, Spring, Vue, C++",Glassdoor,71369.0,91826.0,annual,Other,,Bachelor's,Los Angeles,CA,3,4,5,0,0,0,1,-0.25481273104248087,-0.20762423324041251,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22664382204123773,0.0505491804926807,0.08031535131218853,-0.03512584545381768,-0.04842071470117186,0.07374485248608631,0.1364654506104779,-0.03221314567705192,-0.06498978213399174,0.25450373939530563,Los Angeles_CA,1,True,False,False,False,False,False,False,False,False,0,Not Specified,True,False,False,False,False,3,True,False,False,81597.5,81597.5,20457.0,28.663705530412365
Machine Learning Engineer,FutureTech,"Los Angeles, CA",$84287 - $95638,Public any season less social some. Reveal wide money what. Animal answer woman per glass college class.,"Java, Data Visualization, MongoDB, Kubernetes, React, Swift, GraphQL, TypeScript, Power BI",CareerBuilder,84287.0,95638.0,annual,Machine Learning Engineer,,Not Specified,Los Angeles,CA,2,5,5,0,2,0,0,0.652366701156271,0.03955424669265215,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10320894265777673,0.015001767501582115,0.03498897796803659,0.05266850917842758,-0.006472405133190404,-0.07487208174985036,-0.06805433849254863,0.019640947585722865,-0.021487614439030335,-0.12472121218735958,Los Angeles_CA,1,True,False,False,False,False,False,False,False,False,0,Not Specified,True,False,False,False,False,0,False,False,True,89962.5,89962.5,11351.0,13.467082705518052
Cybersecurity Analyst,InnovateX,"San Francisco, CA",$79501 - $97015,Scene son military husband. Marriage process power language act compare truth. General tree new break thousand product until. Maybe business piece conference.,"SQL, Spring, Agile",SimplyHired,79501.0,97015.0,annual,Other,,Bachelor's,San Francisco,CA,3,6,8,0,0,0,2,0.3162650784203036,0.12884196098117,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17399631150093492,0.0865189843124604,0.077220632292041,-0.02639742518602309,-0.03422715329899336,0.065680279428982,0.011648690761489793,0.06880983251934156,-0.09220381819337761,0.10755937498406397,San Francisco_CA,1,True,False,False,False,False,False,False,False,False,0,Not Specified,True,False,False,False,False,3,True,False,False,88258.0,88258.0,17514.0,22.02991157343933
Product Manager,SecureIT,"Los Angeles, CA",$76779 - $95641,Financial part truth house. Indeed give item occur American. Figure point state culture when guess. Letter century ok exactly business health or. Other strong every image share.,"Angular, Swift, GraphQL, Ruby",SimplyHired,76779.0,95641.0,annual,Product Manager,,Not Specified,Los Angeles,CA,4,7,5,0,2,0,2,0.12510991396411825,0.039748773303302516,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1709606587793026,-0.09352661834162407,-0.06678418706504581,-0.10116113843789426,-0.101928648878015,0.06504117691367847,0.11663970433836666,-0.13763892287002566,0.15225999486247963,0.10562807128720397,Los Angeles_CA,1,True,False,False,False,False,False,False,False,False,0,Not Specified,True,False,False,False,False,0,False,False,True,86210.0,86210.0,18862.0,24.56661326664843
DevOps Engineer,CodeMasters,"Miami, FL",$61057 - $82081,Meet leave nor box up really. Choose executive region price. Meet war teacher sing effect college.,"Git, Azure, JavaScript, Data Visualization, GraphQL, Pandas, Vue",SimplyHired,61057.0,82081.0,annual,DevOps Engineer,,Not Specified,Miami,FL,1,2,6,2,2,0,2,-0.9789832144635623,-0.8395115068363505,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13746132387733256,0.0038245266843606116,0.09464005740080769,-0.04663578202059288,0.07781530777335574,-0.07216713732780931,0.14016095996706415,0.08750623206843602,-0.016487368448507532,0.027409001058041605,Miami_FL,0,False,False,True,False,False,False,False,False,False,0,Not Specified,True,False,False,False,False,0,False,False,True,71569.0,71569.0,21024.0,34.43339829994923
Software Engineer,TechCorp,"New York, NY",$88321 - $117318,Ask some I world. Push everybody situation nor finish rise instead. Western husband hour wear stop consider. Most attack consumer technology sell best send. Home matter capital relationship.,"TensorFlow, Linux, Scikit-learn, Angular, Windows Server, Statistics, Azure, React, AWS",SimplyHired,88321.0,117318.0,annual,Software Engineer,,Bachelor's,New York,NY,5,8,7,6,0,0,2,0.9356583739763488,1.445333219659295,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2628449404247592,0.01487769383772563,-0.026481886306650344,-0.010526723871755983,0.10068309814429444,-0.06480159120919154,-0.07610433521246639,0.08169594382860655,-0.056064981144815854,-0.054629511055814546,New York_NY,1,False,False,False,False,False,False,True,False,False,0,Not Specified,True,False,False,False,False,3,True,False,False,102819.5,102819.5,28997.0,32.83137645633541
Frontend Developer,WebWizards,"Chicago, IL",$95290 - $110725,Since now soon quickly building big. Old evening stock where much pretty. Rich prepare production fill word.,"Computer Vision, Azure, Flask, Agile, JavaScript, Machine Learning, Deep Learning, Docker, C++, NumPy",CareerBuilder,95290.0,110725.0,annual,Software Engineer,,Not Specified,Chicago,IL,5,9,3,4,2,0,0,1.4250633486622988,1.0178285716533413,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1681636859420561,0.10837918057750515,-0.11558629582625032,-0.10612794507884746,0.007332780229460323,0.02420768795515035,-0.11453432478149396,0.004363397965906398,-0.017562693489182928,0.04288706159344423,Chicago_IL,0,False,False,False,False,True,False,False,False,False,0,Not Specified,True,False,False,False,False,0,False,False,True,103007.5,103007.5,15435.0,16.19792213243782
DevOps Engineer,WebWizards,"Atlanta, GA",$59212 - $76229,Staff field quality less appear only purpose true. Cut line turn guy few. Fish although natural individual rich build middle claim.,"Data Analysis, Data Visualization, SQL",CareerBuilder,59212.0,76229.0,annual,DevOps Engineer,,Not Specified,Atlanta,GA,1,9,0,3,2,0,0,-1.108550179350286,-1.2189680820116637,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.20158780739754395,0.07814656743982472,0.03415473286316349,-0.014961171251500236,-0.06126810823059678,-0.05656118323351364,0.0359464511075768,0.11068851017439321,-0.1129262121474657,-0.20874592186210755,Atlanta_GA,0,False,False,False,True,False,False,False,False,False,0,Not Specified,True,False,False,False,False,0,False,False,True,67720.5,67720.5,17017.0,28.739106937782882
Product Manager,DataWorks,"Denver, CO",$58117 - $85799,Rise point how American. Own voice perhaps. Ok color general official cover consumer chair. Thousand blood call step natural. Might pass father future thank. Protect participant dog one.,"Python, Ruby, Django, Kotlin",SimplyHired,58117.0,85799.0,annual,Product Manager,,Not Specified,Denver,CO,4,3,4,1,2,0,2,-1.1854476463155774,-0.5984281940369972,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17105012099718364,0.006900697452937733,0.1106274458845552,0.012981152490206978,-0.010318147933194376,-0.008506543134201081,0.2900533583027807,0.15522492571365262,0.011206402912686342,0.17302193203491234,Denver_CO,0,False,True,False,False,False,False,False,False,False,0,Not Specified,True,False,False,False,False,0,False,False,True,71958.0,71958.0,27682.0,47.63150197016364
UX/UI Designer,TechCorp,"Denver, CO",$95374 - $118489,Certain though somebody benefit. Above success eat job. Size red number away option thousand. Movement plan church.,"Rust, Agile, Angular, TensorFlow, Flask",SimplyHired,95374.0,118489.0,annual,UX/UI Designer,,Not Specified,Denver,CO,6,8,4,1,2,0,2,1.4309623324294993,1.5212634400164877,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10870353886053137,0.020403903122068898,0.040924877886043404,0.03887632133786594,-0.034967475127008894,-0.2096535404101584,0.06813697603019843,0.07936176807480437,-0.01564915870055314,-0.0686571819929417,Denver_CO,0,False,True,False,False,False,False,False,False,False,0,Not Specified,True,False,False,False,False,0,False,False,True,106931.5,106931.5,23115.0,24.236164992555622
Backend Developer,InnovateX,"San Francisco, CA",$99983 - $112226,State morning material heart west question some. Parent our two grow through beautiful. Easy feeling rest concern environment wait drop.,"NLP, React, JavaScript, Swift, SQL, Git, Unix, Ruby",CareerBuilder,99983.0,112226.0,annual,Software Engineer,,Not Specified,San Francisco,CA,5,6,8,0,2,0,0,1.7546339536560085,1.1151567191820742,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16658409338835747,-0.015642229356342543,-0.040443683381309437,-0.005239098441246384,0.041088232516944344,0.0006305977838810331,0.05233365339505762,-0.006571779016342306,-0.15425033764477522,-0.009913731270997357,San Francisco_CA,1,True,False,False,False,False,False,False,False,False,0,Not Specified,True,False,False,False,False,0,False,False,True,106104.5,106104.5,12243.0,12.24508166388286
Backend Developer,SecureIT,"Seattle, WA",$61454 - $81497,Hair listen energy than as but. Process push large range finally pick. Smile response change hold understand hospital student.,"Scrum, Rails, Git",Glassdoor,61454.0,81497.0,annual,Software Engineer,,Not Specified,Seattle,WA,5,7,9,8,2,0,1,-0.9511034935638174,-0.8773793537096216,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14121747448831054,0.10440935277130858,0.09702800630393842,0.04939525065798683,-0.09585705636218587,0.10313914694909132,-0.07594363589567012,-0.0559854461184454,-0.018613985798406788,0.1426256401311431,Seattle_WA,1,False,False,False,False,False,False,False,False,True,0,Not Specified,True,False,False,False,False,0,False,False,True,71475.5,71475.5,20043.0,32.614638591466786
Cloud Engineer,Cloudify,"Los Angeles, CA",$63994 - $84344,Else deal difficult value. Man look spend most history radio rich. Dinner leave majority make age task.,"Scrum, TensorFlow, Vue, Java, Deep Learning",Glassdoor,63994.0,84344.0,annual,DevOps Engineer,,Not Specified,Los Angeles,CA,1,1,5,0,2,0,1,-0.772729460603233,-0.6927736002024245,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13734501234631524,-0.10348435180537066,0.03466563947205802,-0.0766933314263788,-0.24657722955933598,0.09628763044291405,-0.05104697112561395,0.05205345088928752,0.10169226238808032,-0.07034491963117327,Los Angeles_CA,1,True,False,False,False,False,False,False,False,False,0,Not Specified,True,False,False,False,False,0,False,False,True,74169.0,74169.0,20350.0,31.799856236522174
Cybersecurity Analyst,Cloudify,"Seattle, WA",$66970 - $78987,Agreement cold condition establish about reason. Per walk recognize generation American. Crime candidate lead yeah between this.,"Swift, Power BI, Computer Vision, Deep Learning, React, Ruby, REST API, TensorFlow, Scikit-learn, Agile",Glassdoor,66970.0,78987.0,annual,Other,,Not Specified,Seattle,WA,3,1,9,8,2,0,1,-0.5637368928509892,-1.0401332846204276,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Seattle_WA,1,False,False,False,False,False,False,False,False,True,0,Not Specified,True,False,False,False,False,0,False,False,True,72978.5,72978.5,12017.0,17.943855457667613
Database Administrator,InnovateX,"Miami, FL",$89859 - $103132,Girl parent experience executive. End western least loss much former fire determine. You just environment. Left prevent sometimes could control her relate. Own soldier goal participant. Land option wife season your father reduce various.,"PHP, PyTorch, Data Analysis, Java",SimplyHired,89859.0,103132.0,annual,Other,,Not Specified,Miami,FL,3,6,6,2,2,0,2,1.0436659577138996,0.5254817200972657,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19571911797901803,0.15320863417168362,0.04339782285756446,0.06020747989532162,-0.04496688982098586,-0.03190989249689463,0.08353114424728522,0.046979190146488096,-0.06737331213960666,-0.039386448883566086,Miami_FL,0,False,False,True,False,False,False,False,False,False,0,Not Specified,True,False,False,False,False,0,False,False,True,96495.5,96495.5,13273.0,14.770918884029424
Cloud Engineer,InnovateX,"Atlanta, GA",$73841 - $93059,Tend want not ago smile doctor begin. Piece watch society service debate. Bed author little my standard him message.,"Jenkins, Statistics, Power BI, JavaScript, PHP, Vue, NLP, Kubernetes, Flask, Excel",Glassdoor,73841.0,93059.0,annual,DevOps Engineer,,Bachelor's,Atlanta,GA,1,6,0,3,0,0,1,-0.08121406589343966,-0.12767379626311223,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1776062377419037,0.14448238172828695,0.08465928846042475,-0.11993281150629134,-0.018466120639375357,0.04671406818202788,-0.03534915848295625,-0.18890174169411678,0.07601213276480356,-0.1364871007675054,Atlanta_GA,0,False,False,False,True,False,False,False,False,False,0,Not Specified,True,False,False,False,False,3,True,False,False,83450.0,83450.0,19218.0,26.02619141127558
Cloud Engineer,SecureIT,"New York, NY",$81758 - $108546,Inside image course direction behavior act necessary. Color true seat. Strong cup class chair camera possible according.,"Python, Deep Learning, Scrum, Git, React, REST API, JavaScript, Django",Glassdoor,81758.0,108546.0,annual,DevOps Engineer,,Not Specified,New York,NY,1,7,7,6,2,0,1,0.47476515416520093,0.8765374101176256,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13875724559058927,-0.08211506497283338,0.08943151332172108,0.1232242712108014,-0.17317583778200382,0.2726524252900946,0.10563857595177031,-0.008731086316063182,-0.11216080703357247,0.09283787873867211,New York_NY,1,False,False,False,False,False,False,True,False,False,0,Not Specified,True,False,False,False,False,0,False,False,True,95152.0,95152.0,26788.0,32.7649893588395
